shipment_id,order_id,shipment_date,delivery_date,shipping_company,shipping_status
3666,3666,2024-01-10,2024-01-14,Blue Dart,Returned
3667,3667,2024-12-30,2025-01-05,Delhivery,Returned
3668,3668,2025-04-23,2025-04-24,XpressBees,Out for Delivery
3669,3669,2024-04-13,2024-04-20,Delhivery,Out for Delivery
3670,3670,2025-04-16,2025-04-22,XpressBees,Returned
3671,3671,2024-08-20,2024-08-24,Ekart,Out for Delivery
3672,3672,2025-06-02,2025-06-06,XpressBees,Delivered
3673,3673,2025-10-20,2025-10-26,India Post,Shipped
3674,3674,2025-07-03,2025-07-05,XpressBees,Delivered
3675,3675,2024-03-03,2024-03-10,XpressBees,Returned
3676,3676,2024-01-29,2024-02-04,Blue Dart,Processing
3677,3677,2025-07-14,2025-07-16,Blue Dart,Returned
3678,3678,2024-08-30,2024-09-02,Delhivery,Delivered
3679,3679,2025-01-05,2025-01-10,Delhivery,Processing
3680,3680,2024-10-19,2024-10-26,Ekart,Processing
3681,3681,2024-12-27,2024-12-28,Ekart,Delivered
3682,3682,2025-02-04,2025-02-07,Shadowfax,Processing
3683,3683,2024-10-14,2024-10-21,Delhivery,Out for Delivery
3684,3684,2024-07-26,2024-07-31,DTDC,Out for Delivery
3685,3685,2025-10-24,2025-10-31,Blue Dart,Out for Delivery
3686,3686,2024-03-21,2024-03-22,India Post,Out for Delivery
3687,3687,2024-07-17,2024-07-18,XpressBees,Returned
3688,3688,2024-01-15,2024-01-18,Delhivery,Processing
3689,3689,2024-04-02,2024-04-07,India Post,Out for Delivery
3690,3690,2025-10-27,2025-10-29,India Post,Delivered
3691,3691,2025-02-12,2025-02-14,XpressBees,Returned
3692,3692,2025-02-24,2025-03-03,India Post,Delivered
3693,3693,2024-01-10,2024-01-16,Ekart,Returned
3694,3694,2024-04-15,2024-04-21,Blue Dart,Out for Delivery
3695,3695,2024-04-24,2024-04-26,Ekart,Out for Delivery
3696,3696,2024-10-04,2024-10-09,India Post,Returned
3697,3697,2025-09-25,2025-09-26,India Post,Returned
3698,3698,2025-08-25,2025-08-28,Delhivery,Delivered
3699,3699,2025-01-27,2025-01-28,Ekart,Shipped
3700,3700,2025-09-24,2025-09-29,XpressBees,Delivered
3701,3701,2025-01-21,2025-01-25,Blue Dart,Delivered
3702,3702,2024-05-09,2024-05-12,XpressBees,Processing
3703,3703,2024-09-20,2024-09-26,Delhivery,Shipped
3704,3704,2025-06-09,2025-06-10,XpressBees,Processing
3705,3705,2025-04-03,2025-04-05,XpressBees,Returned
3706,3706,2025-05-14,2025-05-17,India Post,Delivered
3707,3707,2025-05-24,2025-05-29,Delhivery,Out for Delivery
3708,3708,2024-03-16,2024-03-20,India Post,Returned
3709,3709,2025-10-07,2025-10-11,XpressBees,Delivered
3710,3710,2025-04-27,2025-04-30,DTDC,Delivered
3711,3711,2025-06-27,2025-07-04,India Post,Processing
3712,3712,2024-05-12,2024-05-15,India Post,Out for Delivery
3713,3713,2024-08-14,2024-08-19,XpressBees,Shipped
3714,3714,2025-04-14,2025-04-18,Blue Dart,Delivered
3715,3715,2025-09-27,2025-09-30,India Post,Processing
3716,3716,2024-12-15,2024-12-18,Shadowfax,Out for Delivery
3717,3717,2025-07-12,2025-07-14,DTDC,Processing
3718,3718,2025-08-30,2025-09-05,Shadowfax,Delivered
3719,3719,2024-04-11,2024-04-16,Ekart,Shipped
3720,3720,2024-08-14,2024-08-15,Blue Dart,Processing
3721,3721,2024-03-18,2024-03-25,DTDC,Processing
3722,3722,2024-07-29,2024-08-01,XpressBees,Shipped
3723,3723,2025-06-05,2025-06-12,Ekart,Delivered
3724,3724,2024-08-11,2024-08-12,DTDC,Processing
3725,3725,2024-07-24,2024-07-27,Ekart,Out for Delivery
3726,3726,2024-01-28,2024-02-04,XpressBees,Out for Delivery
3727,3727,2025-08-25,2025-08-29,Delhivery,Returned
3728,3728,2025-05-23,2025-05-26,Shadowfax,Processing
3729,3729,2025-02-11,2025-02-13,Shadowfax,Returned
3730,3730,2025-11-02,2025-11-03,Delhivery,Out for Delivery
3731,3731,2025-07-08,2025-07-15,DTDC,Returned
3732,3732,2024-07-29,2024-08-02,India Post,Returned
3733,3733,2024-10-20,2024-10-24,Ekart,Delivered
3734,3734,2025-06-08,2025-06-15,India Post,Delivered
3735,3735,2024-11-28,2024-12-04,Shadowfax,Processing
3736,3736,2025-07-13,2025-07-16,DTDC,Out for Delivery
3737,3737,2024-08-17,2024-08-21,Delhivery,Processing
3738,3738,2025-04-21,2025-04-22,India Post,Returned
3739,3739,2024-09-22,2024-09-25,India Post,Delivered
3740,3740,2025-05-02,2025-05-05,Shadowfax,Out for Delivery
3741,3741,2025-01-13,2025-01-17,Ekart,Delivered
3742,3742,2025-01-24,2025-01-30,Blue Dart,Delivered
3743,3743,2025-04-22,2025-04-23,DTDC,Shipped
3744,3744,2025-03-01,2025-03-02,Delhivery,Returned
3745,3745,2024-10-28,2024-11-03,Ekart,Delivered
3746,3746,2024-10-16,2024-10-19,India Post,Shipped
3747,3747,2024-04-03,2024-04-09,Delhivery,Delivered
3748,3748,2025-02-09,2025-02-14,Delhivery,Shipped
3749,3749,2025-09-25,2025-09-28,India Post,Returned
3750,3750,2025-01-03,2025-01-09,Shadowfax,Delivered
3751,3751,2024-10-05,2024-10-06,DTDC,Shipped
3752,3752,2024-09-27,2024-10-04,XpressBees,Out for Delivery
3753,3753,2024-12-27,2025-01-01,XpressBees,Shipped
3754,3754,2024-01-28,2024-02-04,Ekart,Returned
3755,3755,2025-03-19,2025-03-26,Shadowfax,Shipped
3756,3756,2024-05-27,2024-06-01,XpressBees,Processing
3757,3757,2025-10-26,2025-10-28,Shadowfax,Shipped
3758,3758,2025-10-05,2025-10-08,Shadowfax,Shipped
3759,3759,2024-02-28,2024-03-06,Shadowfax,Shipped
3760,3760,2024-01-15,2024-01-19,DTDC,Shipped
3761,3761,2024-04-11,2024-04-17,India Post,Shipped
3762,3762,2025-09-18,2025-09-23,Shadowfax,Delivered
3763,3763,2025-09-03,2025-09-09,Shadowfax,Out for Delivery
3764,3764,2024-02-10,2024-02-12,DTDC,Processing
3765,3765,2024-08-28,2024-09-02,XpressBees,Delivered
3766,3766,2024-10-03,2024-10-08,DTDC,Delivered
3767,3767,2025-07-15,2025-07-18,India Post,Out for Delivery
3768,3768,2024-01-31,2024-02-02,Ekart,Processing
3769,3769,2025-02-25,2025-02-26,India Post,Returned
3770,3770,2024-04-26,2024-05-03,DTDC,Delivered
3771,3771,2025-05-04,2025-05-05,India Post,Out for Delivery
3772,3772,2024-05-09,2024-05-10,DTDC,Returned
3773,3773,2025-07-15,2025-07-16,Blue Dart,Processing
3774,3774,2024-01-26,2024-01-27,DTDC,Processing
3775,3775,2024-11-28,2024-12-01,Shadowfax,Out for Delivery
3776,3776,2025-09-05,2025-09-08,Delhivery,Shipped
3777,3777,2025-02-13,2025-02-16,India Post,Shipped
3778,3778,2025-08-25,2025-08-29,Delhivery,Out for Delivery
3779,3779,2024-11-13,2024-11-19,XpressBees,Returned
3780,3780,2025-03-27,2025-03-30,India Post,Delivered
3781,3781,2025-03-02,2025-03-07,Shadowfax,Processing
3782,3782,2024-11-09,2024-11-15,Shadowfax,Delivered
3783,3783,2025-05-01,2025-05-07,India Post,Processing
3784,3784,2025-06-06,2025-06-12,Ekart,Returned
3785,3785,2024-02-16,2024-02-20,Shadowfax,Returned
3786,3786,2025-07-09,2025-07-11,XpressBees,Processing
3787,3787,2024-08-03,2024-08-09,Ekart,Out for Delivery
3788,3788,2024-10-17,2024-10-19,DTDC,Processing
3789,3789,2024-07-05,2024-07-11,DTDC,Returned
3790,3790,2024-05-14,2024-05-21,Delhivery,Returned
3791,3791,2024-05-10,2024-05-14,India Post,Delivered
3792,3792,2024-03-20,2024-03-22,India Post,Shipped
3793,3793,2024-05-07,2024-05-08,Shadowfax,Out for Delivery
3794,3794,2024-03-10,2024-03-11,XpressBees,Returned
3795,3795,2025-07-05,2025-07-10,XpressBees,Out for Delivery
3796,3796,2024-01-24,2024-01-31,Ekart,Delivered
3797,3797,2024-11-17,2024-11-20,India Post,Out for Delivery
3798,3798,2025-10-31,2025-11-07,Delhivery,Returned
3799,3799,2024-04-04,2024-04-09,Blue Dart,Out for Delivery
3800,3800,2024-04-12,2024-04-13,XpressBees,Delivered
3801,3801,2024-12-04,2024-12-08,DTDC,Out for Delivery
3802,3802,2025-11-16,2025-11-18,Delhivery,Processing
3803,3803,2024-04-29,2024-05-04,Shadowfax,Out for Delivery
3804,3804,2025-09-14,2025-09-17,India Post,Out for Delivery
3805,3805,2024-05-18,2024-05-20,Ekart,Shipped
3806,3806,2025-04-01,2025-04-03,Blue Dart,Returned
3807,3807,2025-03-15,2025-03-22,Shadowfax,Shipped
3808,3808,2024-11-11,2024-11-13,DTDC,Delivered
3809,3809,2025-02-23,2025-03-01,XpressBees,Shipped
3810,3810,2024-01-22,2024-01-27,DTDC,Returned
3811,3811,2025-03-14,2025-03-16,XpressBees,Processing
3812,3812,2024-11-18,2024-11-25,Blue Dart,Returned
3813,3813,2025-10-20,2025-10-21,Blue Dart,Out for Delivery
3814,3814,2024-09-02,2024-09-05,Delhivery,Returned
3815,3815,2025-07-11,2025-07-16,DTDC,Out for Delivery
3816,3816,2025-03-15,2025-03-19,Delhivery,Returned
3817,3817,2024-09-26,2024-10-01,Delhivery,Out for Delivery
3818,3818,2025-11-22,2025-11-26,India Post,Processing
3819,3819,2025-08-07,2025-08-09,India Post,Shipped
3820,3820,2024-06-07,2024-06-11,DTDC,Delivered
3821,3821,2025-09-09,2025-09-14,Blue Dart,Returned
3822,3822,2025-10-07,2025-10-10,India Post,Returned
3823,3823,2025-06-13,2025-06-19,XpressBees,Processing
3824,3824,2025-03-31,2025-04-02,DTDC,Processing
3825,3825,2024-09-23,2024-09-30,DTDC,Shipped
3826,3826,2025-08-25,2025-08-30,Delhivery,Processing
3827,3827,2024-09-23,2024-09-25,Ekart,Returned
3828,3828,2024-11-17,2024-11-22,Ekart,Shipped
3829,3829,2025-02-22,2025-03-01,DTDC,Returned
3830,3830,2024-04-22,2024-04-27,Delhivery,Delivered
3831,3831,2024-12-28,2024-12-29,India Post,Shipped
3832,3832,2025-11-14,2025-11-16,Blue Dart,Returned
3833,3833,2025-03-14,2025-03-20,DTDC,Returned
3834,3834,2024-06-26,2024-06-28,XpressBees,Delivered
3835,3835,2025-03-10,2025-03-12,XpressBees,Delivered
3836,3836,2025-02-18,2025-02-19,DTDC,Shipped
3837,3837,2024-03-12,2024-03-17,DTDC,Out for Delivery
3838,3838,2025-07-03,2025-07-09,India Post,Processing
3839,3839,2025-03-02,2025-03-09,Delhivery,Delivered
3840,3840,2025-02-19,2025-02-25,Shadowfax,Returned
3841,3841,2025-09-06,2025-09-08,Delhivery,Returned
3842,3842,2025-01-01,2025-01-02,XpressBees,Out for Delivery
3843,3843,2024-01-17,2024-01-21,XpressBees,Out for Delivery
3844,3844,2024-03-20,2024-03-25,Blue Dart,Shipped
3845,3845,2024-07-20,2024-07-21,DTDC,Out for Delivery
3846,3846,2025-11-06,2025-11-10,India Post,Out for Delivery
3847,3847,2025-05-25,2025-06-01,XpressBees,Processing
3848,3848,2025-02-07,2025-02-09,XpressBees,Delivered
3849,3849,2025-05-18,2025-05-23,Blue Dart,Shipped
3850,3850,2025-03-09,2025-03-10,Delhivery,Shipped
3851,3851,2025-04-10,2025-04-12,XpressBees,Processing
3852,3852,2024-04-19,2024-04-25,DTDC,Processing
3853,3853,2025-06-17,2025-06-20,Shadowfax,Delivered
3854,3854,2024-03-12,2024-03-14,India Post,Processing
3855,3855,2025-06-16,2025-06-17,Delhivery,Processing
3856,3856,2025-09-17,2025-09-18,XpressBees,Delivered
3857,3857,2024-05-19,2024-05-21,DTDC,Out for Delivery
3858,3858,2025-05-24,2025-05-28,India Post,Out for Delivery
3859,3859,2025-10-04,2025-10-06,Blue Dart,Out for Delivery
3860,3860,2024-01-12,2024-01-18,India Post,Returned
3861,3861,2025-02-20,2025-02-23,XpressBees,Out for Delivery
3862,3862,2024-10-18,2024-10-22,DTDC,Returned
3863,3863,2024-01-02,2024-01-06,Blue Dart,Delivered
3864,3864,2024-02-21,2024-02-26,Ekart,Processing
3865,3865,2025-01-16,2025-01-21,DTDC,Returned
3866,3866,2025-02-21,2025-02-27,XpressBees,Shipped
3867,3867,2024-09-30,2024-10-06,XpressBees,Out for Delivery
3868,3868,2025-03-15,2025-03-21,DTDC,Shipped
3869,3869,2025-03-11,2025-03-18,Ekart,Processing
3870,3870,2024-06-11,2024-06-12,Blue Dart,Delivered
3871,3871,2025-11-22,2025-11-27,Shadowfax,Processing
3872,3872,2024-12-04,2024-12-06,India Post,Returned
3873,3873,2024-02-22,2024-02-23,Shadowfax,Returned
3874,3874,2024-06-24,2024-06-28,Ekart,Shipped
3875,3875,2025-08-13,2025-08-16,XpressBees,Processing
3876,3876,2024-12-29,2024-12-31,XpressBees,Shipped
3877,3877,2024-06-20,2024-06-25,Blue Dart,Delivered
3878,3878,2024-03-12,2024-03-19,India Post,Returned
3879,3879,2024-08-15,2024-08-16,XpressBees,Out for Delivery
3880,3880,2025-10-10,2025-10-16,XpressBees,Processing
3881,3881,2025-10-23,2025-10-26,India Post,Returned
3882,3882,2025-11-25,2025-11-29,DTDC,Out for Delivery
3883,3883,2024-06-11,2024-06-15,Delhivery,Delivered
3884,3884,2025-09-05,2025-09-11,Shadowfax,Returned
3885,3885,2025-03-29,2025-03-30,XpressBees,Shipped
3886,3886,2025-06-30,2025-07-04,India Post,Out for Delivery
3887,3887,2025-02-01,2025-02-02,Ekart,Delivered
3888,3888,2024-04-24,2024-04-25,XpressBees,Delivered
3889,3889,2025-10-16,2025-10-19,DTDC,Processing
3890,3890,2025-02-02,2025-02-05,Delhivery,Delivered
3891,3891,2025-03-03,2025-03-06,Ekart,Processing
3892,3892,2024-05-30,2024-06-06,Delhivery,Returned
3893,3893,2024-10-24,2024-10-26,India Post,Processing
3894,3894,2024-12-29,2025-01-04,Delhivery,Delivered
3895,3895,2025-08-28,2025-08-29,XpressBees,Out for Delivery
3896,3896,2024-02-14,2024-02-21,Shadowfax,Returned
3897,3897,2024-03-01,2024-03-05,DTDC,Processing
3898,3898,2024-05-21,2024-05-22,XpressBees,Delivered
3899,3899,2024-05-22,2024-05-28,Shadowfax,Out for Delivery
3900,3900,2025-08-30,2025-09-04,Delhivery,Returned
3901,3901,2024-08-24,2024-08-25,DTDC,Returned
3902,3902,2025-12-01,2025-12-08,XpressBees,Processing
3903,3903,2025-05-23,2025-05-24,XpressBees,Processing
3904,3904,2025-07-21,2025-07-28,Shadowfax,Processing
3905,3905,2025-02-07,2025-02-13,India Post,Delivered
3906,3906,2024-09-13,2024-09-14,India Post,Returned
3907,3907,2025-05-17,2025-05-19,XpressBees,Delivered
3908,3908,2024-10-21,2024-10-22,XpressBees,Out for Delivery
3909,3909,2025-05-15,2025-05-17,Blue Dart,Processing
3910,3910,2024-06-03,2024-06-08,Ekart,Shipped
3911,3911,2024-01-06,2024-01-13,Blue Dart,Delivered
3912,3912,2024-03-19,2024-03-26,Ekart,Shipped
3913,3913,2025-09-05,2025-09-09,Ekart,Out for Delivery
3914,3914,2025-02-22,2025-02-28,XpressBees,Out for Delivery
3915,3915,2024-01-03,2024-01-08,Blue Dart,Shipped
3916,3916,2024-02-23,2024-02-28,Blue Dart,Returned
3917,3917,2024-10-04,2024-10-11,XpressBees,Out for Delivery
3918,3918,2025-03-03,2025-03-08,Ekart,Delivered
3919,3919,2025-02-22,2025-02-28,Shadowfax,Delivered
3920,3920,2025-06-16,2025-06-21,Shadowfax,Returned
3921,3921,2025-07-09,2025-07-16,Ekart,Out for Delivery
3922,3922,2024-08-25,2024-08-26,India Post,Shipped
3923,3923,2024-06-20,2024-06-24,Blue Dart,Processing
3924,3924,2024-01-12,2024-01-15,India Post,Shipped
3925,3925,2024-08-21,2024-08-23,Blue Dart,Processing
3926,3926,2025-07-13,2025-07-20,Shadowfax,Returned
3927,3927,2024-09-05,2024-09-07,Blue Dart,Processing
3928,3928,2025-01-04,2025-01-10,Blue Dart,Processing
3929,3929,2025-11-11,2025-11-13,Blue Dart,Processing
3930,3930,2024-09-27,2024-09-28,XpressBees,Out for Delivery
3931,3931,2025-09-21,2025-09-23,Shadowfax,Shipped
3932,3932,2025-03-12,2025-03-19,Blue Dart,Processing
3933,3933,2025-07-25,2025-07-30,DTDC,Returned
3934,3934,2024-06-21,2024-06-28,India Post,Returned
3935,3935,2024-07-22,2024-07-24,Delhivery,Delivered
3936,3936,2025-08-19,2025-08-21,Ekart,Returned
3937,3937,2024-01-22,2024-01-25,Ekart,Shipped
3938,3938,2025-09-23,2025-09-24,India Post,Delivered
3939,3939,2025-03-25,2025-03-31,Shadowfax,Returned
3940,3940,2024-06-07,2024-06-09,Blue Dart,Processing
3941,3941,2025-04-04,2025-04-05,DTDC,Processing
3942,3942,2025-04-30,2025-05-05,India Post,Shipped
3943,3943,2024-04-19,2024-04-25,Delhivery,Delivered
3944,3944,2025-11-12,2025-11-19,Delhivery,Processing
3945,3945,2024-04-24,2024-04-29,Shadowfax,Delivered
3946,3946,2025-06-20,2025-06-23,XpressBees,Processing
3947,3947,2024-08-07,2024-08-10,DTDC,Processing
3948,3948,2025-06-13,2025-06-20,India Post,Returned
3949,3949,2025-02-26,2025-03-03,India Post,Delivered
3950,3950,2025-08-22,2025-08-23,Ekart,Out for Delivery
3951,3951,2024-01-13,2024-01-18,DTDC,Returned
3952,3952,2024-02-07,2024-02-11,Blue Dart,Out for Delivery
3953,3953,2025-04-01,2025-04-04,India Post,Out for Delivery
3954,3954,2025-01-04,2025-01-05,DTDC,Out for Delivery
3955,3955,2025-06-13,2025-06-17,XpressBees,Shipped
3956,3956,2024-11-07,2024-11-10,Ekart,Delivered
3957,3957,2025-12-01,2025-12-03,Shadowfax,Out for Delivery
3958,3958,2024-05-01,2024-05-03,Ekart,Returned
3959,3959,2024-01-13,2024-01-16,Delhivery,Delivered
3960,3960,2024-11-24,2024-11-25,Ekart,Delivered
3961,3961,2024-01-13,2024-01-14,Shadowfax,Shipped
3962,3962,2025-10-24,2025-10-29,Ekart,Shipped
3963,3963,2024-09-22,2024-09-28,Delhivery,Returned
3964,3964,2025-08-23,2025-08-29,Shadowfax,Shipped
3965,3965,2025-05-30,2025-06-04,India Post,Processing
3966,3966,2025-01-12,2025-01-16,DTDC,Returned
3967,3967,2025-08-19,2025-08-24,Delhivery,Returned
3968,3968,2024-06-29,2024-07-04,Ekart,Delivered
3969,3969,2024-11-22,2024-11-27,Blue Dart,Delivered
3970,3970,2024-05-26,2024-05-27,Blue Dart,Returned
3971,3971,2024-06-10,2024-06-14,Ekart,Delivered
3972,3972,2025-10-06,2025-10-12,Ekart,Out for Delivery
3973,3973,2024-08-12,2024-08-14,Shadowfax,Returned
3974,3974,2025-03-07,2025-03-14,Delhivery,Shipped
3975,3975,2025-01-06,2025-01-11,Blue Dart,Out for Delivery
3976,3976,2024-01-04,2024-01-05,Blue Dart,Out for Delivery
3977,3977,2025-07-19,2025-07-21,DTDC,Returned
3978,3978,2024-12-06,2024-12-12,Delhivery,Processing
3979,3979,2025-10-20,2025-10-27,Blue Dart,Delivered
3980,3980,2024-09-13,2024-09-16,DTDC,Delivered
3981,3981,2025-02-06,2025-02-07,Blue Dart,Out for Delivery
3982,3982,2025-05-19,2025-05-21,Ekart,Returned
3983,3983,2024-04-29,2024-05-05,XpressBees,Processing
3984,3984,2024-08-01,2024-08-08,India Post,Out for Delivery
3985,3985,2025-03-15,2025-03-16,Shadowfax,Delivered
3986,3986,2024-04-04,2024-04-09,XpressBees,Returned
3987,3987,2025-11-15,2025-11-19,India Post,Delivered
3988,3988,2025-07-14,2025-07-19,XpressBees,Returned
3989,3989,2024-07-26,2024-07-30,Ekart,Delivered
3990,3990,2024-08-02,2024-08-04,Delhivery,Returned
3991,3991,2024-07-25,2024-07-29,Ekart,Processing
3992,3992,2025-09-26,2025-10-02,Shadowfax,Returned
3993,3993,2024-07-06,2024-07-10,XpressBees,Shipped
3994,3994,2025-01-14,2025-01-18,India Post,Shipped
3995,3995,2024-08-10,2024-08-11,India Post,Delivered
3996,3996,2025-01-01,2025-01-07,DTDC,Out for Delivery
3997,3997,2025-06-05,2025-06-06,Delhivery,Processing
3998,3998,2024-01-09,2024-01-14,Delhivery,Shipped
3999,3999,2025-10-07,2025-10-14,XpressBees,Delivered
4000,4000,2025-09-23,2025-09-24,XpressBees,Out for Delivery
4001,4001,2024-09-06,2024-09-12,India Post,Processing
4002,4002,2024-08-10,2024-08-14,XpressBees,Shipped
4003,4003,2024-01-19,2024-01-24,Shadowfax,Delivered
4004,4004,2025-05-08,2025-05-09,XpressBees,Out for Delivery
4005,4005,2025-05-26,2025-05-29,Delhivery,Delivered
4006,4006,2024-03-27,2024-03-28,DTDC,Delivered
4007,4007,2024-05-18,2024-05-24,Shadowfax,Delivered
4008,4008,2025-11-16,2025-11-18,Ekart,Shipped
4009,4009,2024-03-05,2024-03-09,Ekart,Out for Delivery
4010,4010,2024-06-19,2024-06-21,India Post,Delivered
4011,4011,2024-01-31,2024-02-01,Blue Dart,Shipped
4012,4012,2025-03-31,2025-04-05,DTDC,Delivered
4013,4013,2024-05-21,2024-05-27,XpressBees,Out for Delivery
4014,4014,2025-05-31,2025-06-02,XpressBees,Delivered
4015,4015,2024-11-12,2024-11-17,XpressBees,Shipped
4016,4016,2024-02-22,2024-02-23,DTDC,Shipped
4017,4017,2025-07-21,2025-07-25,Shadowfax,Delivered
4018,4018,2025-06-11,2025-06-16,Delhivery,Out for Delivery
4019,4019,2025-05-25,2025-05-29,XpressBees,Shipped
4020,4020,2025-03-22,2025-03-28,Delhivery,Shipped
4021,4021,2025-03-05,2025-03-08,Blue Dart,Out for Delivery
4022,4022,2025-08-27,2025-08-28,Shadowfax,Processing
4023,4023,2024-08-20,2024-08-25,Ekart,Delivered
4024,4024,2024-06-11,2024-06-17,XpressBees,Processing
4025,4025,2024-09-25,2024-09-30,XpressBees,Returned
4026,4026,2024-11-30,2024-12-05,Shadowfax,Processing
4027,4027,2025-01-22,2025-01-29,DTDC,Processing
4028,4028,2025-02-14,2025-02-20,Ekart,Out for Delivery
4029,4029,2024-11-15,2024-11-16,India Post,Returned
4030,4030,2025-03-22,2025-03-25,XpressBees,Out for Delivery
4031,4031,2025-09-23,2025-09-27,Shadowfax,Out for Delivery
4032,4032,2025-07-23,2025-07-29,Ekart,Processing
4033,4033,2025-01-17,2025-01-19,Delhivery,Shipped
4034,4034,2025-08-14,2025-08-15,XpressBees,Out for Delivery
4035,4035,2024-02-08,2024-02-12,Shadowfax,Delivered
4036,4036,2025-08-01,2025-08-02,Ekart,Returned
4037,4037,2025-06-27,2025-06-29,Ekart,Returned
4038,4038,2024-12-17,2024-12-19,Ekart,Delivered
4039,4039,2025-10-26,2025-10-31,DTDC,Returned
4040,4040,2025-06-21,2025-06-26,India Post,Returned
4041,4041,2024-10-14,2024-10-18,XpressBees,Delivered
4042,4042,2025-05-22,2025-05-28,Ekart,Shipped
4043,4043,2024-10-21,2024-10-23,Ekart,Out for Delivery
4044,4044,2024-08-23,2024-08-29,India Post,Processing
4045,4045,2024-05-06,2024-05-07,XpressBees,Returned
4046,4046,2025-04-18,2025-04-22,Delhivery,Out for Delivery
4047,4047,2025-02-08,2025-02-13,DTDC,Delivered
4048,4048,2025-11-13,2025-11-15,DTDC,Shipped
4049,4049,2024-01-22,2024-01-23,Shadowfax,Delivered
4050,4050,2024-06-25,2024-07-01,Delhivery,Processing
4051,4051,2025-02-14,2025-02-20,Shadowfax,Delivered
4052,4052,2024-02-02,2024-02-06,Shadowfax,Delivered
4053,4053,2024-09-03,2024-09-05,Ekart,Returned
4054,4054,2025-04-01,2025-04-05,India Post,Processing
4055,4055,2025-01-19,2025-01-26,DTDC,Out for Delivery
4056,4056,2025-09-13,2025-09-16,Shadowfax,Returned
4057,4057,2024-07-25,2024-07-30,Ekart,Delivered
4058,4058,2024-08-22,2024-08-24,XpressBees,Returned
4059,4059,2024-08-15,2024-08-21,Ekart,Out for Delivery
4060,4060,2025-10-25,2025-11-01,India Post,Delivered
4061,4061,2024-07-16,2024-07-20,DTDC,Returned
4062,4062,2024-01-21,2024-01-27,Blue Dart,Shipped
4063,4063,2024-01-12,2024-01-14,Ekart,Returned
4064,4064,2024-05-01,2024-05-08,Blue Dart,Returned
4065,4065,2024-04-01,2024-04-06,XpressBees,Out for Delivery
4066,4066,2024-08-05,2024-08-06,XpressBees,Shipped
4067,4067,2025-11-08,2025-11-12,DTDC,Processing
4068,4068,2025-04-28,2025-04-30,Ekart,Returned
4069,4069,2025-01-13,2025-01-14,India Post,Processing
4070,4070,2024-08-17,2024-08-18,DTDC,Shipped
4071,4071,2024-06-26,2024-06-27,DTDC,Shipped
4072,4072,2024-04-19,2024-04-24,XpressBees,Processing
4073,4073,2024-05-02,2024-05-05,Delhivery,Out for Delivery
4074,4074,2024-03-29,2024-04-01,Delhivery,Delivered
4075,4075,2025-09-04,2025-09-05,XpressBees,Processing
4076,4076,2024-07-15,2024-07-20,Shadowfax,Returned
4077,4077,2024-02-27,2024-03-04,Blue Dart,Out for Delivery
4078,4078,2024-06-27,2024-07-01,Blue Dart,Delivered
4079,4079,2025-10-19,2025-10-23,Ekart,Out for Delivery
4080,4080,2025-09-01,2025-09-08,Delhivery,Processing
4081,4081,2024-05-21,2024-05-22,Shadowfax,Out for Delivery
4082,4082,2025-03-10,2025-03-17,DTDC,Processing
4083,4083,2025-11-03,2025-11-10,Shadowfax,Delivered
4084,4084,2025-02-15,2025-02-22,Shadowfax,Delivered
4085,4085,2024-09-13,2024-09-16,Delhivery,Processing
4086,4086,2024-03-24,2024-03-26,India Post,Out for Delivery
4087,4087,2024-11-21,2024-11-27,Blue Dart,Out for Delivery
4088,4088,2024-05-18,2024-05-23,Shadowfax,Shipped
4089,4089,2024-09-01,2024-09-05,DTDC,Returned
4090,4090,2024-04-09,2024-04-11,XpressBees,Processing
4091,4091,2024-04-17,2024-04-23,XpressBees,Returned
4092,4092,2024-12-31,2025-01-04,India Post,Shipped
4093,4093,2024-03-13,2024-03-20,Shadowfax,Processing
4094,4094,2025-09-25,2025-09-28,Blue Dart,Returned
4095,4095,2024-03-06,2024-03-07,DTDC,Processing
4096,4096,2024-08-25,2024-08-28,DTDC,Out for Delivery
4097,4097,2025-01-14,2025-01-15,XpressBees,Processing
4098,4098,2024-02-08,2024-02-10,XpressBees,Returned
4099,4099,2024-02-04,2024-02-08,Shadowfax,Processing
4100,4100,2025-07-21,2025-07-25,Shadowfax,Shipped
4101,4101,2024-12-26,2025-01-01,Blue Dart,Shipped
4102,4102,2024-11-03,2024-11-04,India Post,Out for Delivery
4103,4103,2024-02-14,2024-02-18,DTDC,Returned
4104,4104,2024-03-07,2024-03-13,DTDC,Delivered
4105,4105,2024-01-31,2024-02-04,XpressBees,Returned
4106,4106,2025-04-23,2025-04-24,Blue Dart,Out for Delivery
4107,4107,2024-09-09,2024-09-13,Shadowfax,Shipped
4108,4108,2024-04-30,2024-05-04,DTDC,Delivered
4109,4109,2025-03-04,2025-03-07,India Post,Shipped
4110,4110,2025-10-14,2025-10-19,DTDC,Processing
4111,4111,2025-08-26,2025-08-28,Blue Dart,Processing
4112,4112,2025-08-06,2025-08-12,Shadowfax,Out for Delivery
4113,4113,2024-08-22,2024-08-26,Delhivery,Processing
4114,4114,2024-06-19,2024-06-26,Shadowfax,Returned
4115,4115,2025-09-04,2025-09-10,Delhivery,Returned
4116,4116,2025-11-01,2025-11-04,Ekart,Delivered
4117,4117,2025-07-15,2025-07-17,India Post,Processing
